county,reporting,yes_votes,yes_percent,no_votes,no_percent,reporting_time,download_timestamp
orange,"100.0% (1,801 of 1,801) precincts reporting",351144,43.9,448197,56.1,"September 14, 2021, 10:07 p.m.",2021-09-15T05:15:16+00:00
san-benito,100.0% (18 of 18) precincts reporting,6407,40.8,9295,59.2,"September 14, 2021, 10:09 p.m.",2021-09-15T05:15:16+00:00
san-bernardino,"23.9% (418 of 1,749) precincts reporting",137400,42.9,183193,57.1,"September 14, 2021, 10:07 p.m.",2021-09-15T05:15:16+00:00
san-diego,"0.0% (0 of 1,825) precincts reporting",326454,39.7,495287,60.3,"September 14, 2021, 10:11 p.m.",2021-09-15T05:15:16+00:00
santa-barbara,26.1% (30 of 115) precincts reporting,32812,32.9,66858,67.1,"September 14, 2021, 10:07 p.m.",2021-09-15T05:15:16+00:00
statewide,"53.8% (9,789 of 18,185) precincts reporting",2829790,33.7,5566816,66.3,"September 14, 2021, 10:11 p.m.",2021-09-15T05:15:16+00:00
butte,100.0% (156 of 156) precincts reporting,34491,52.2,31646,47.8,"September 14, 2021, 10:16 p.m.",2021-09-15T05:19:12+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:16 p.m.",2021-09-15T05:19:12+00:00
mendocino,0.0% (0 of 250) precincts reporting,5617,30.2,12955,69.8,"September 14, 2021, 10:14 p.m.",2021-09-15T05:19:12+00:00
modoc,85.7% (18 of 21) precincts reporting,2082,76.7,634,23.3,"September 14, 2021, 10:14 p.m.",2021-09-15T05:19:12+00:00
statewide,"53.9% (9,795 of 18,185) precincts reporting",2832348,33.7,5568175,66.3,"September 14, 2021, 10:16 p.m.",2021-09-15T05:19:12+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:21 p.m.",2021-09-15T05:25:15+00:00
kern,59.7% (434 of 727) precincts reporting,45795,55.6,36604,44.4,"September 14, 2021, 10:17 p.m.",2021-09-15T05:25:15+00:00
san-luis-obispo,24.7% (23 of 93) precincts reporting,21142,39.6,32235,60.4,"September 14, 2021, 10:21 p.m.",2021-09-15T05:25:15+00:00
shasta,50.0% (49 of 98) precincts reporting,25424,62.7,15155,37.3,"September 14, 2021, 10:19 p.m.",2021-09-15T05:25:15+00:00
solano,32.6% (61 of 187) precincts reporting,34658,32.4,72322,67.6,"September 14, 2021, 10:19 p.m.",2021-09-15T05:25:15+00:00
statewide,"54.9% (9,992 of 18,185) precincts reporting",2841412,33.8,5572843,66.2,"September 14, 2021, 10:21 p.m.",2021-09-15T05:25:15+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:26 p.m.",2021-09-15T05:29:12+00:00
imperial,83.6% (183 of 219) precincts reporting,5206,37.3,8744,62.7,"September 14, 2021, 10:26 p.m.",2021-09-15T05:29:12+00:00
riverside,85.6% (653 of 763) precincts reporting,216177,45.8,255874,54.2,"September 14, 2021, 10:25 p.m.",2021-09-15T05:29:12+00:00
statewide,"55.2% (10,037 of 18,185) precincts reporting",2847786,33.8,5575992,66.2,"September 14, 2021, 10:26 p.m.",2021-09-15T05:29:12+00:00
tehama,78.8% (26 of 33) precincts reporting,4875,71.7,1922,28.3,"September 14, 2021, 10:24 p.m.",2021-09-15T05:29:12+00:00
ventura,0.0% (0 of 697) precincts reporting,82509,37.8,135954,62.2,"September 14, 2021, 10:23 p.m.",2021-09-15T05:29:12+00:00
yolo,96.9% (31 of 32) precincts reporting,13638,27.2,36498,72.8,"September 14, 2021, 10:22 p.m.",2021-09-15T05:29:12+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:31 p.m.",2021-09-15T05:35:13+00:00
fresno,0.0% (0 of 279) precincts reporting,89420,50.0,89389,50.0,"September 14, 2021, 10:31 p.m.",2021-09-15T05:35:13+00:00
san-mateo,0.0% (0 of 338) precincts reporting,43312,20.1,171896,79.9,"September 14, 2021, 10:31 p.m.",2021-09-15T05:35:13+00:00
stanislaus,100.0% (87 of 87) precincts reporting,50524,50.3,49903,49.7,"September 14, 2021, 10:31 p.m.",2021-09-15T05:35:13+00:00
statewide,"55.2% (10,037 of 18,185) precincts reporting",2860362,33.9,5580154,66.1,"September 14, 2021, 10:31 p.m.",2021-09-15T05:35:13+00:00
calaveras,100.0% (29 of 29) precincts reporting,11450,61.7,7106,38.3,"September 14, 2021, 10:35 p.m.",2021-09-15T05:39:21+00:00
san-francisco,99.3% (607 of 611) precincts reporting,35548,13.3,231765,86.7,"September 14, 2021, 10:35 p.m.",2021-09-15T05:39:21+00:00
santa-barbara,40.0% (46 of 115) precincts reporting,33817,33.4,67417,66.6,"September 14, 2021, 10:35 p.m.",2021-09-15T05:39:21+00:00
statewide,"56.5% (10,274 of 18,185) precincts reporting",2874755,33.9,5592942,66.1,"September 14, 2021, 10:35 p.m.",2021-09-15T05:39:21+00:00
contra-costa,0.0% (0 of 958) precincts reporting,84069,25.9,239932,74.1,"September 14, 2021, 10:38 p.m.",2021-09-15T05:45:14+00:00
humboldt,0.0% (0 of 47) precincts reporting,10942,31.7,23615,68.3,"September 14, 2021, 10:41 p.m.",2021-09-15T05:45:14+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",376899,45.3,454980,54.7,"September 14, 2021, 10:41 p.m.",2021-09-15T05:45:14+00:00
placer,57.4% (152 of 265) precincts reporting,52393,48.7,55177,51.3,"September 14, 2021, 10:39 p.m.",2021-09-15T05:45:14+00:00
statewide,"57.5% (10,462 of 18,185) precincts reporting",2916773,34.2,5619487,65.8,"September 14, 2021, 10:41 p.m.",2021-09-15T05:45:14+00:00
yuba,100.0% (36 of 36) precincts reporting,8084,60.8,5208,39.2,"September 14, 2021, 10:39 p.m.",2021-09-15T05:45:14+00:00
el-dorado,100.0% (103 of 103) precincts reporting,36614,54.6,30445,45.4,"September 14, 2021, 10:45 p.m.",2021-09-15T05:49:16+00:00
sonoma,11.1% (36 of 324) precincts reporting,31285,21.8,112069,78.2,"September 14, 2021, 10:45 p.m.",2021-09-15T05:49:16+00:00
statewide,"57.7% (10,487 of 18,185) precincts reporting",2919110,34.2,5619893,65.8,"September 14, 2021, 10:45 p.m.",2021-09-15T05:49:16+00:00
alpine,100.0% (5 of 5) precincts reporting,218,39.1,340,60.9,"September 14, 2021, 10:49 p.m.",2021-09-15T05:55:18+00:00
madera,100.0% (72 of 72) precincts reporting,18271,58.9,12757,41.1,"September 14, 2021, 10:49 p.m.",2021-09-15T05:55:18+00:00
statewide,"57.8% (10,502 of 18,185) precincts reporting",2919775,34.2,5620061,65.8,"September 14, 2021, 10:49 p.m.",2021-09-15T05:55:18+00:00
lake,0.0% (0 of 70) precincts reporting,3308,37.5,5508,62.5,"September 14, 2021, 10:56 p.m.",2021-09-15T05:59:16+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",538457,26.4,1499315,73.6,"September 14, 2021, 10:53 p.m.",2021-09-15T05:59:16+00:00
san-diego,"0.0% (0 of 1,825) precincts reporting",337601,40.2,501361,59.8,"September 14, 2021, 10:53 p.m.",2021-09-15T05:59:16+00:00
san-joaquin,100.0% (269 of 269) precincts reporting,52479,44.0,66752,56.0,"September 14, 2021, 10:52 p.m.",2021-09-15T05:59:16+00:00
statewide,"59.2% (10,759 of 18,185) precincts reporting",2941051,34.3,5641419,65.7,"September 14, 2021, 10:56 p.m.",2021-09-15T05:59:16+00:00
inyo,100.0% (20 of 20) precincts reporting,2514,50.8,2431,49.2,"September 14, 2021, 10:58 p.m.",2021-09-15T06:05:15+00:00
napa,100.0% (191 of 191) precincts reporting,11098,29.5,26526,70.5,"September 14, 2021, 10:57 p.m.",2021-09-15T06:05:15+00:00
santa-barbara,49.6% (57 of 115) precincts reporting,35298,34.3,67735,65.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:05:15+00:00
santa-cruz,47.1% (40 of 85) precincts reporting,14022,19.1,59462,80.9,"September 14, 2021, 10:59 p.m.",2021-09-15T06:05:15+00:00
siskiyou,100.0% (54 of 54) precincts reporting,8257,58.7,5811,41.3,"September 14, 2021, 10:59 p.m.",2021-09-15T06:05:15+00:00
statewide,"59.5% (10,819 of 18,185) precincts reporting",2944753,34.3,5643001,65.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:05:15+00:00
modoc,100.0% (21 of 21) precincts reporting,2505,78.0,706,22.0,"September 14, 2021, 11:02 p.m.",2021-09-15T06:09:17+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",409424,46.9,462696,53.1,"September 14, 2021, 11:03 p.m.",2021-09-15T06:09:17+00:00
san-mateo,0.0% (0 of 338) precincts reporting,43580,20.2,172150,79.8,"September 14, 2021, 11:03 p.m.",2021-09-15T06:09:17+00:00
santa-clara,100.0% (509 of 509) precincts reporting,116687,24.1,367471,75.9,"September 14, 2021, 11:03 p.m.",2021-09-15T06:09:17+00:00
shasta,76.5% (75 of 98) precincts reporting,28084,64.5,15469,35.5,"September 14, 2021, 11:06 p.m.",2021-09-15T06:09:17+00:00
statewide,"59.7% (10,858 of 18,185) precincts reporting",2988361,34.6,5657305,65.4,"September 14, 2021, 11:06 p.m.",2021-09-15T06:09:17+00:00
contra-costa,100.0% (958 of 958) precincts reporting,92905,26.9,252879,73.1,"September 14, 2021, 11:07 p.m.",2021-09-15T06:15:21+00:00
monterey,0.0% (0 of 188) precincts reporting,24043,28.8,59335,71.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:15:21+00:00
san-francisco,100.0% (611 of 611) precincts reporting,35571,13.3,231861,86.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:15:21+00:00
statewide,"65.0% (11,827 of 18,185) precincts reporting",2998533,34.6,5670639,65.4,"September 14, 2021, 11:11 p.m.",2021-09-15T06:15:21+00:00
tehama,100.0% (33 of 33) precincts reporting,5721,73.8,2035,26.2,"September 14, 2021, 11:08 p.m.",2021-09-15T06:15:21+00:00
fresno,100.0% (279 of 279) precincts reporting,90181,50.2,89502,49.8,"September 14, 2021, 11:15 p.m.",2021-09-15T06:19:16+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",545134,26.6,1506570,73.4,"September 14, 2021, 11:13 p.m.",2021-09-15T06:19:16+00:00
mono,100.0% (12 of 12) precincts reporting,1540,42.6,2074,57.4,"September 14, 2021, 11:15 p.m.",2021-09-15T06:19:16+00:00
statewide,"66.6% (12,115 of 18,185) precincts reporting",3010386,34.6,5679741,65.4,"September 14, 2021, 11:15 p.m.",2021-09-15T06:19:16+00:00
ventura,0.0% (0 of 697) precincts reporting,86592,38.6,137559,61.4,"September 14, 2021, 11:15 p.m.",2021-09-15T06:19:16+00:00
butte,100.0% (156 of 156) precincts reporting,35182,52.5,31774,47.5,"September 14, 2021, 11:18 p.m.",2021-09-15T06:25:16+00:00
marin,99.0% (103 of 104) precincts reporting,14860,15.7,79594,84.3,"September 14, 2021, 11:17 p.m.",2021-09-15T06:25:16+00:00
statewide,"67.0% (12,192 of 18,185) precincts reporting",3011694,34.6,5680475,65.4,"September 14, 2021, 11:18 p.m.",2021-09-15T06:25:16+00:00
el-dorado,100.0% (103 of 103) precincts reporting,37723,55.1,30715,44.9,"September 14, 2021, 11:23 p.m.",2021-09-15T06:29:14+00:00
statewide,"67.0% (12,192 of 18,185) precincts reporting",3012803,34.7,5680745,65.3,"September 14, 2021, 11:23 p.m.",2021-09-15T06:29:14+00:00
alameda,100.0% (521 of 521) precincts reporting,57632,16.9,283971,83.1,"September 14, 2021, 11:29 p.m.",2021-09-15T06:35:20+00:00
merced,100.0% (269 of 269) precincts reporting,17336,49.3,17824,50.7,"September 14, 2021, 11:29 p.m.",2021-09-15T06:35:20+00:00
riverside,86.2% (658 of 763) precincts reporting,228225,46.8,259623,53.2,"September 14, 2021, 11:29 p.m.",2021-09-15T06:35:20+00:00
san-mateo,0.0% (0 of 338) precincts reporting,43915,20.3,172399,79.7,"September 14, 2021, 11:31 p.m.",2021-09-15T06:35:20+00:00
santa-barbara,100.0% (115 of 115) precincts reporting,36713,35.0,68185,65.0,"September 14, 2021, 11:29 p.m.",2021-09-15T06:35:20+00:00
statewide,"67.4% (12,255 of 18,185) precincts reporting",3030833,34.7,5692281,65.3,"September 14, 2021, 11:31 p.m.",2021-09-15T06:35:20+00:00
humboldt,0.0% (0 of 47) precincts reporting,10942,31.7,23615,68.3,"September 14, 2021, 11:35 p.m.",2021-09-15T06:39:19+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",555368,26.8,1515551,73.2,"September 14, 2021, 11:33 p.m.",2021-09-15T06:39:19+00:00
san-diego,"0.0% (0 of 1,825) precincts reporting",348917,40.7,507982,59.3,"September 14, 2021, 11:35 p.m.",2021-09-15T06:39:19+00:00
stanislaus,100.0% (87 of 87) precincts reporting,52635,51.1,50469,48.9,"September 14, 2021, 11:36 p.m.",2021-09-15T06:39:19+00:00
statewide,"67.4% (12,255 of 18,185) precincts reporting",3054494,34.9,5708449,65.1,"September 14, 2021, 11:36 p.m.",2021-09-15T06:39:19+00:00
monterey,100.0% (188 of 188) precincts reporting,24456,29.1,59525,70.9,"September 14, 2021, 11:39 p.m.",2021-09-15T06:45:11+00:00
statewide,"68.4% (12,443 of 18,185) precincts reporting",3054907,34.9,5708639,65.1,"September 14, 2021, 11:39 p.m.",2021-09-15T06:45:11+00:00
kern,86.7% (630 of 727) precincts reporting,49347,57.1,37075,42.9,"September 14, 2021, 11:42 p.m.",2021-09-15T06:49:18+00:00
sacramento,100.0% (602 of 602) precincts reporting,108771,35.7,195863,64.3,"September 14, 2021, 11:45 p.m.",2021-09-15T06:49:18+00:00
statewide,"69.5% (12,639 of 18,185) precincts reporting",3062599,34.9,5711222,65.1,"September 14, 2021, 11:45 p.m.",2021-09-15T06:49:18+00:00
humboldt,100.0% (47 of 47) precincts reporting,12772,34.1,24669,65.9,"September 14, 2021, 11:49 p.m.",2021-09-15T06:55:18+00:00
imperial,100.0% (219 of 219) precincts reporting,5572,38.7,8830,61.3,"September 14, 2021, 11:47 p.m.",2021-09-15T06:55:18+00:00
merced,100.0% (269 of 269) precincts reporting,18130,49.9,18168,50.1,"September 14, 2021, 11:47 p.m.",2021-09-15T06:55:18+00:00
statewide,"70.0% (12,722 of 18,185) precincts reporting",3065589,34.9,5712706,65.1,"September 14, 2021, 11:49 p.m.",2021-09-15T06:55:18+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",564520,27.0,1523789,73.0,"September 14, 2021, 11:53 p.m.",2021-09-15T06:59:19+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",418362,47.4,464164,52.6,"September 14, 2021, 11:53 p.m.",2021-09-15T06:59:19+00:00
statewide,"70.0% (12,722 of 18,185) precincts reporting",3083679,35.0,5722412,65.0,"September 14, 2021, 11:53 p.m.",2021-09-15T06:59:19+00:00
solano,69.0% (129 of 187) precincts reporting,41248,35.3,75471,64.7,"September 14, 2021, 11:57 p.m.",2021-09-15T07:05:11+00:00
sonoma,100.0% (324 of 324) precincts reporting,31939,22.1,112264,77.9,"September 14, 2021, 11:59 p.m.",2021-09-15T07:05:11+00:00
statewide,"71.9% (13,078 of 18,185) precincts reporting",3090923,35.1,5725756,64.9,"September 14, 2021, 11:59 p.m.",2021-09-15T07:05:11+00:00
san-bernardino,"41.3% (723 of 1,749) precincts reporting",149484,44.4,187018,55.6,"September 15, 2021, 12:05 a.m.",2021-09-15T07:09:17+00:00
santa-cruz,100.0% (85 of 85) precincts reporting,15004,19.8,60654,80.2,"September 15, 2021, 12:05 a.m.",2021-09-15T07:09:17+00:00
statewide,"73.8% (13,428 of 18,185) precincts reporting",3103989,35.1,5730773,64.9,"September 15, 2021, 12:05 a.m.",2021-09-15T07:09:17+00:00
alameda,100.0% (521 of 521) precincts reporting,60716,17.5,287014,82.5,"September 15, 2021, 12:11 a.m.",2021-09-15T07:15:17+00:00
placer,100.0% (265 of 265) precincts reporting,59059,51.1,56455,48.9,"September 15, 2021, 12:07 a.m.",2021-09-15T07:15:17+00:00
statewide,"74.5% (13,541 of 18,185) precincts reporting",3113739,35.2,5735094,64.8,"September 15, 2021, 12:11 a.m.",2021-09-15T07:15:17+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",576474,27.3,1536428,72.7,"September 15, 2021, 12:15 a.m.",2021-09-15T07:19:14+00:00
solano,100.0% (187 of 187) precincts reporting,42336,35.7,76235,64.3,"September 15, 2021, 12:13 a.m.",2021-09-15T07:19:14+00:00
stanislaus,100.0% (87 of 87) precincts reporting,54507,51.7,50929,48.3,"September 15, 2021, 12:13 a.m.",2021-09-15T07:19:14+00:00
statewide,"74.8% (13,599 of 18,185) precincts reporting",3128653,35.2,5748957,64.8,"September 15, 2021, 12:15 a.m.",2021-09-15T07:19:14+00:00
sacramento,100.0% (602 of 602) precincts reporting,110502,36.0,196291,64.0,"September 15, 2021, 12:17 a.m.",2021-09-15T07:25:16+00:00
statewide,"74.8% (13,599 of 18,185) precincts reporting",3130384,35.3,5749385,64.7,"September 15, 2021, 12:17 a.m.",2021-09-15T07:25:16+00:00
san-mateo,100.0% (338 of 338) precincts reporting,46076,20.9,174757,79.1,"September 15, 2021, 12:25 a.m.",2021-09-15T07:29:17+00:00
shasta,100.0% (98 of 98) precincts reporting,30932,66.3,15726,33.7,"September 15, 2021, 12:23 a.m.",2021-09-15T07:29:17+00:00
statewide,"76.8% (13,961 of 18,185) precincts reporting",3136807,35.3,5753093,64.7,"September 15, 2021, 12:25 a.m.",2021-09-15T07:29:17+00:00
yolo,100.0% (32 of 32) precincts reporting,15052,28.6,37591,71.4,"September 15, 2021, 12:25 a.m.",2021-09-15T07:29:17+00:00
riverside,100.0% (763 of 763) precincts reporting,238526,47.6,262850,52.4,"September 15, 2021, 12:31 a.m.",2021-09-15T07:35:17+00:00
san-luis-obispo,100.0% (93 of 93) precincts reporting,23306,41.5,32903,58.5,"September 15, 2021, 12:29 a.m.",2021-09-15T07:35:17+00:00
statewide,"77.7% (14,136 of 18,185) precincts reporting",3149272,35.4,5756988,64.6,"September 15, 2021, 12:31 a.m.",2021-09-15T07:35:17+00:00
lake,100.0% (70 of 70) precincts reporting,3728,39.9,5605,60.1,"September 15, 2021, 12:34 a.m.",2021-09-15T07:39:12+00:00
statewide,"78.1% (14,206 of 18,185) precincts reporting",3149692,35.4,5757085,64.6,"September 15, 2021, 12:34 a.m.",2021-09-15T07:39:12+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",590231,27.6,1551089,72.4,"September 15, 2021, 12:37 a.m.",2021-09-15T07:45:17+00:00
mendocino,100.0% (250 of 250) precincts reporting,5686,30.4,13015,69.6,"September 15, 2021, 12:38 a.m.",2021-09-15T07:45:17+00:00
statewide,"79.5% (14,456 of 18,185) precincts reporting",3163518,35.4,5771806,64.6,"September 15, 2021, 12:38 a.m.",2021-09-15T07:45:17+00:00
statewide,"80.0% (14,539 of 18,185) precincts reporting",3171574,35.5,5773815,64.5,"September 15, 2021, 12:44 a.m.",2021-09-15T07:49:20+00:00
tulare,100.0% (83 of 83) precincts reporting,43363,58.6,30597,41.4,"September 15, 2021, 12:44 a.m.",2021-09-15T07:49:20+00:00
marin,100.0% (104 of 104) precincts reporting,14873,15.7,79616,84.3,"September 15, 2021, 12:51 a.m.",2021-09-15T07:55:21+00:00
statewide,"83.8% (15,237 of 18,185) precincts reporting",3180198,35.5,5776361,64.5,"September 15, 2021, 12:51 a.m.",2021-09-15T07:55:21+00:00
ventura,100.0% (697 of 697) precincts reporting,95203,40.5,140083,59.5,"September 15, 2021, 12:50 a.m.",2021-09-15T07:55:21+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",606929,28.0,1563856,72.0,"September 15, 2021, 12:53 a.m.",2021-09-15T07:59:18+00:00
statewide,"83.8% (15,237 of 18,185) precincts reporting",3196896,35.6,5789128,64.4,"September 15, 2021, 12:53 a.m.",2021-09-15T07:59:18+00:00
san-diego,"100.0% (1,825 of 1,825) precincts reporting",362449,41.4,512975,58.6,"September 15, 2021, 1:05 a.m.",2021-09-15T08:09:20+00:00
statewide,"93.8% (17,062 of 18,185) precincts reporting",3210428,35.7,5794121,64.3,"September 15, 2021, 1:05 a.m.",2021-09-15T08:09:20+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",621388,28.3,1574920,71.7,"September 15, 2021, 1:15 a.m.",2021-09-15T08:19:16+00:00
statewide,"93.8% (17,062 of 18,185) precincts reporting",3224887,35.7,5805185,64.3,"September 15, 2021, 1:15 a.m.",2021-09-15T08:19:16+00:00
kern,100.0% (727 of 727) precincts reporting,51725,58.1,37262,41.9,"September 15, 2021, 1:18 a.m.",2021-09-15T08:25:17+00:00
statewide,"94.4% (17,159 of 18,185) precincts reporting",3227265,35.7,5805372,64.3,"September 15, 2021, 1:18 a.m.",2021-09-15T08:25:17+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",639045,28.7,1587896,71.3,"September 15, 2021, 1:41 a.m.",2021-09-15T08:45:12+00:00
statewide,"94.4% (17,159 of 18,185) precincts reporting",3244922,35.8,5818348,64.2,"September 15, 2021, 1:41 a.m.",2021-09-15T08:45:12+00:00
san-bernardino,"58.1% (1,017 of 1,749) precincts reporting",175844,47.2,196422,52.8,"September 15, 2021, 2:05 a.m.",2021-09-15T09:09:16+00:00
statewide,"96.0% (17,453 of 18,185) precincts reporting",3271282,36.0,5827752,64.0,"September 15, 2021, 2:05 a.m.",2021-09-15T09:09:16+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",657584,29.2,1598140,70.8,"September 15, 2021, 2:15 a.m.",2021-09-15T09:19:19+00:00
statewide,"96.0% (17,453 of 18,185) precincts reporting",3289821,36.0,5837996,64.0,"September 15, 2021, 2:15 a.m.",2021-09-15T09:19:19+00:00
san-bernardino,"100.0% (1,749 of 1,749) precincts reporting",183168,48.0,198709,52.0,"September 15, 2021, 2:55 a.m.",2021-09-15T10:00:15+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3297145,36.1,5840283,63.9,"September 15, 2021, 2:55 a.m.",2021-09-15T10:00:15+00:00
amador,100.0% (30 of 30) precincts reporting,12273,64.7,6695,35.3,"September 15, 2021, 1:57 p.m.",2021-09-15T23:19:24+00:00
glenn,100.0% (34 of 34) precincts reporting,4763,69.9,2047,30.1,"September 15, 2021, 3:25 p.m.",2021-09-15T23:19:24+00:00
san-francisco,100.0% (611 of 611) precincts reporting,35742,13.3,232877,86.7,"September 15, 2021, 4:05 p.m.",2021-09-15T23:19:24+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3298988,36.1,5841689,63.9,"September 15, 2021, 4:05 p.m.",2021-09-15T23:19:24+00:00
lassen,100.0% (57 of 57) precincts reporting,7168,83.7,1393,16.3,"September 15, 2021, 5:25 p.m.",2021-09-16T02:19:26+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",429480,47.4,477498,52.6,"September 15, 2021, 5:01 p.m.",2021-09-16T02:19:26+00:00
riverside,100.0% (763 of 763) precincts reporting,249783,47.9,271453,52.1,"September 15, 2021, 5:29 p.m.",2021-09-16T02:19:26+00:00
san-luis-obispo,100.0% (93 of 93) precincts reporting,26207,40.8,37977,59.2,"September 15, 2021, 5:05 p.m.",2021-09-16T02:19:26+00:00
santa-clara,100.0% (509 of 509) precincts reporting,123026,24.4,381038,75.6,"September 15, 2021, 4:45 p.m.",2021-09-16T02:19:26+00:00
sierra,100.0% (23 of 23) precincts reporting,1021,63.1,596,36.9,"September 15, 2021, 4:34 p.m.",2021-09-16T02:19:26+00:00
siskiyou,100.0% (54 of 54) precincts reporting,9422,60.6,6131,39.4,"September 15, 2021, 4:26 p.m.",2021-09-16T02:19:26+00:00
solano,100.0% (187 of 187) precincts reporting,45651,36.0,81042,64.0,"September 15, 2021, 5:15 p.m.",2021-09-16T02:19:26+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3336480,36.2,5887710,63.8,"September 15, 2021, 5:29 p.m.",2021-09-16T02:19:26+00:00
tuolumne,100.0% (41 of 41) precincts reporting,14849,61.0,9506,39.0,"September 15, 2021, 4:39 p.m.",2021-09-16T02:19:26+00:00
imperial,100.0% (219 of 219) precincts reporting,5862,38.1,9535,61.9,"September 16, 2021, 12:38 p.m.",2021-09-16T21:28:18+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3336770,36.2,5888415,63.8,"September 16, 2021, 12:38 p.m.",2021-09-16T21:28:18+00:00
trinity,100.0% (25 of 25) precincts reporting,2079,54.3,1747,45.7,"September 16, 2021, 11:46 a.m.",2021-09-16T21:28:18+00:00
amador,100.0% (30 of 30) precincts reporting,12783,65.0,6893,35.0,"September 16, 2021, 1:19 p.m.",2021-09-16T23:26:12+00:00
glenn,100.0% (34 of 34) precincts reporting,6169,71.8,2422,28.2,"September 16, 2021, 3:35 p.m.",2021-09-16T23:26:12+00:00
san-bernardino,"100.0% (1,749 of 1,749) precincts reporting",204347,48.2,219870,51.8,"September 16, 2021, 4:09 p.m.",2021-09-16T23:26:12+00:00
san-luis-obispo,100.0% (93 of 93) precincts reporting,28645,40.1,42709,59.9,"September 16, 2021, 3:35 p.m.",2021-09-16T23:26:12+00:00
sierra,100.0% (23 of 23) precincts reporting,1056,63.3,611,36.7,"September 16, 2021, 3:18 p.m.",2021-09-16T23:26:12+00:00
siskiyou,100.0% (54 of 54) precincts reporting,10527,61.8,6513,38.2,"September 16, 2021, 4:10 p.m.",2021-09-16T23:26:12+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3380272,36.3,5934240,63.7,"September 16, 2021, 4:10 p.m.",2021-09-16T23:26:12+00:00
ventura,100.0% (697 of 697) precincts reporting,112032,41.3,159045,58.7,"September 16, 2021, 2:41 p.m.",2021-09-16T23:26:12+00:00
alameda,100.0% (521 of 521) precincts reporting,71045,17.6,333028,82.4,"September 16, 2021, 4:49 p.m.",2021-09-17T02:20:52+00:00
imperial,100.0% (219 of 219) precincts reporting,6296,37.9,10296,62.1,"September 16, 2021, 5:04 p.m.",2021-09-17T02:20:52+00:00
lassen,100.0% (57 of 57) precincts reporting,7958,84.3,1486,15.7,"September 16, 2021, 5:21 p.m.",2021-09-17T02:20:52+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",447256,47.6,491991,52.4,"September 16, 2021, 5:07 p.m.",2021-09-17T02:20:52+00:00
riverside,100.0% (763 of 763) precincts reporting,272184,48.3,290914,51.7,"September 16, 2021, 5:51 p.m.",2021-09-17T02:20:52+00:00
san-francisco,100.0% (611 of 611) precincts reporting,40110,13.6,254675,86.4,"September 16, 2021, 6:19 p.m.",2021-09-17T02:20:52+00:00
san-mateo,100.0% (338 of 338) precincts reporting,52439,21.3,193632,78.7,"September 16, 2021, 4:45 p.m.",2021-09-17T02:20:52+00:00
santa-cruz,100.0% (85 of 85) precincts reporting,16838,20.2,66382,79.8,"September 16, 2021, 6:49 p.m.",2021-09-17T02:20:52+00:00
solano,100.0% (187 of 187) precincts reporting,50152,36.6,86767,63.4,"September 16, 2021, 5:43 p.m.",2021-09-17T02:20:52+00:00
statewide,"100.0% (18,185 of 18,185) precincts reporting",3457005,36.3,6070494,63.7,"September 16, 2021, 6:49 p.m.",2021-09-17T02:20:52+00:00
tehama,100.0% (33 of 33) precincts reporting,7365,70.9,3027,29.1,"September 16, 2021, 6:39 p.m.",2021-09-17T02:20:52+00:00
tulare,100.0% (83 of 83) precincts reporting,49656,60.1,32911,39.9,"September 16, 2021, 5:45 p.m.",2021-09-17T02:20:52+00:00
el-dorado,100.0% (103 of 103) precincts reporting,47156,57.3,35197,42.7,"September 17, 2021, 11:13 a.m.",2021-09-17T20:23:39+00:00
