county,reportTypeCode,reportType,reportNumber,correctionReportnumber,precinctsReporting,precinctsTotal,precinctsReportingPercent,voterTurnout,totalRegisteredVoters,voterTurnoutPercentage,firstReportTimestamp,lastReportTimestamp,statusFirstReportTimestamp,statusLastReportTimestamp,countyLink,countyName,timestamp,download_timestamp
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
6,,,0,0,0,18,0.0,,10078,,,,,,http://www.countyofcolusa.org/index.aspx?NID=197,Colusa,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
8,,,0,0,0,18,0.0,,15044,,,,,,http://www.co.del-norte.ca.us/departments/clerk-recorder/elections,Del Norte,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
9,R,R,0,0,0,103,0.0,63354,137856,46.0,202109142029,202109142029,Sep 14<br />8:29 p.m.,Sep 14<br />8:29 p.m.,https://www.edcgov.us/Government/Elections,El Dorado,"September 14, 2021, 8:29 p.m.",2021-09-15T03:34:21+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
13,R,R,0,0,164,219,74.9,13400,88476,15.1,202109142030,202109142030,Sep 14<br />8:30 p.m.,Sep 14<br />8:30 p.m.,https://elections.imperialcounty.org/,Imperial,"September 14, 2021, 8:30 p.m.",2021-09-15T03:34:21+00:00
15,R,R,0,0,362,727,49.8,81373,437208,18.6,202109142031,202109142031,Sep 14<br />8:31 p.m.,Sep 14<br />8:31 p.m.,https://kernvote.com/ElectionInformation/CurrentElectionInformation?ElectionID=112,Kern,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
25,,,0,0,0,21,0.0,,5260,,,,,,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
36,R,R,0,0,144,1749,8.2,312940,1132989,27.6,202109142027,202109142027,Sep 14<br />8:27 p.m.,Sep 14<br />8:27 p.m.,http://www.sbcountyelections.com/,San Bernardino,"September 14, 2021, 8:27 p.m.",2021-09-15T03:34:21+00:00
40,R,R,0,0,0,93,0.0,52800,184744,28.6,202109142027,202109142027,Sep 14<br />8:27 p.m.,Sep 14<br />8:27 p.m.,"https://www.slocounty.ca.gov/Departments/Clerk-Recorder/All-Services/Elections-and-Voting/Elections-Conducted-by-County-of-San-Luis-Obispo/September-14,-2021,-California-Gubernatorial-Recal.aspx",San Luis Obispo,"September 14, 2021, 8:27 p.m.",2021-09-15T03:34:21+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
46,,,0,0,0,23,0.0,,2238,,,,,,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
51,,,0,0,0,29,0.0,,52576,,,,,,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
52,,,0,0,0,33,0.0,,37603,,,,,,http://www.co.tehama.ca.us/gov-departments/elections,Tehama,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
54,,,0,0,0,83,0.0,,206752,,,,,,https://tularecoelections.org/elections/registrar-of-voters/current-election-information/september-14-2021-california-gubernatorial-recall-election/,Tulare,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
55,,,0,0,0,41,0.0,,35414,,,,,,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
56,,,0,0,0,697,0.0,,509797,,,,,,https://recorder.countyofventura.org/2021-governor-recall/,Ventura,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
59,R,R,0,0,3031,18185,16.7,7473867,22057610,33.9,202109142001,202109142031,Sep 14<br />8:01 p.m.,Sep 14<br />8:31 p.m.,,Statewide,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
6,,,0,0,0,18,0.0,,10078,,,,,,http://www.countyofcolusa.org/index.aspx?NID=197,Colusa,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
8,,,0,0,0,18,0.0,,15044,,,,,,http://www.co.del-norte.ca.us/departments/clerk-recorder/elections,Del Norte,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
25,,,0,0,0,21,0.0,,5260,,,,,,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
46,,,0,0,0,23,0.0,,2238,,,,,,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
51,,,0,0,0,29,0.0,,52576,,,,,,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
52,R,R,0,0,0,33,0.0,5543,37603,14.7,202109142036,202109142036,Sep 14<br />8:36 p.m.,Sep 14<br />8:36 p.m.,http://www.co.tehama.ca.us/gov-departments/elections,Tehama,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
54,R,R,0,0,0,83,0.0,64044,206752,31.0,202109142034,202109142034,Sep 14<br />8:34 p.m.,Sep 14<br />8:34 p.m.,https://tularecoelections.org/elections/registrar-of-voters/current-election-information/september-14-2021-california-gubernatorial-recall-election/,Tulare,"September 14, 2021, 8:34 p.m.",2021-09-15T03:40:20+00:00
55,,,0,0,0,41,0.0,,35414,,,,,,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
56,R,R,0,0,0,697,0.0,208715,509797,40.9,202109142036,202109142036,Sep 14<br />8:36 p.m.,Sep 14<br />8:36 p.m.,https://recorder.countyofventura.org/2021-governor-recall/,Ventura,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
59,R,R,0,0,3031,18185,16.7,7752169,22057610,35.1,202109142001,202109142036,Sep 14<br />8:01 p.m.,Sep 14<br />8:36 p.m.,,Statewide,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
6,R,R,0,0,6,18,33.3,3516,10078,34.9,202109142046,202109142046,Sep 14<br />8:46 p.m.,Sep 14<br />8:46 p.m.,http://www.countyofcolusa.org/index.aspx?NID=197,Colusa,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
8,R,R,0,0,0,18,0.0,6356,15044,42.2,202109142044,202109142044,Sep 14<br />8:44 p.m.,Sep 14<br />8:44 p.m.,http://www.co.del-norte.ca.us/departments/clerk-recorder/elections,Del Norte,"September 14, 2021, 8:44 p.m.",2021-09-15T03:50:22+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
25,,,0,0,0,21,0.0,,5260,,,,,,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
46,F,SF,0,0,23,23,100.0,1464,2238,65.4,202109142043,202109142043,Sep 14<br />8:43 p.m.,Sep 14<br />8:43 p.m.,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:43 p.m.",2021-09-15T03:50:22+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
51,F,SF,0,0,29,29,100.0,18778,52576,35.7,202109142044,202109142044,Sep 14<br />8:44 p.m.,Sep 14<br />8:44 p.m.,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:44 p.m.",2021-09-15T03:50:22+00:00
55,F,SF,0,0,41,41,100.0,21836,35414,61.7,202109142045,202109142045,Sep 14<br />8:45 p.m.,Sep 14<br />8:45 p.m.,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:45 p.m.",2021-09-15T03:50:22+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
59,R,R,0,0,3130,18185,17.2,7804119,22057610,35.4,202109142001,202109142046,Sep 14<br />8:01 p.m.,Sep 14<br />8:46 p.m.,,Statewide,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:22+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
19,F,SF,0,0,2799,2799,100.0,2026496,5636409,36.0,202109142009,202109142051,Sep 14<br />8:09 p.m.,Sep 14<br />8:51 p.m.,https://www.lavote.net/home/voting-elections/current-elections/upcoming-elections#,Los Angeles,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
25,R,R,0,0,12,21,57.1,2518,5260,47.9,202109142047,202109142047,Sep 14<br />8:47 p.m.,Sep 14<br />8:47 p.m.,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:47 p.m.",2021-09-15T03:54:18+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
47,R,R,0,0,19,54,35.2,12490,29162,42.8,202109142049,202109142049,Sep 14<br />8:49 p.m.,Sep 14<br />8:49 p.m.,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:49 p.m.",2021-09-15T03:54:18+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
59,R,R,0,0,5960,18185,32.8,7985521,22057610,36.2,202109142001,202109142051,Sep 14<br />8:01 p.m.,Sep 14<br />8:51 p.m.,,Statewide,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:18+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
17,R,R,0,0,0,70,0.0,6820,37599,18.1,202109142055,202109142055,Sep 14<br />8:55 p.m.,Sep 14<br />8:55 p.m.,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
59,R,R,0,0,5960,18185,32.8,7992341,22057610,36.2,202109142001,202109142055,Sep 14<br />8:01 p.m.,Sep 14<br />8:55 p.m.,,Statewide,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:14+00:00
2,R,R,0,0,1,5,20.0,121,919,13.2,202109142058,202109142058,Sep 14<br />8:58 p.m.,Sep 14<br />8:58 p.m.,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:58 p.m.",2021-09-15T04:04:19+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
9,F,SF,0,0,103,103,100.0,64988,137856,47.1,202109142029,202109142101,Sep 14<br />8:29 p.m.,Sep 14<br />9:01 p.m.,https://www.edcgov.us/Government/Elections,El Dorado,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
18,U,U,0,0,57,57,100.0,8007,15831,50.6,202109142009,202109142059,Sep 14<br />8:09 p.m.,Sep 14<br />8:59 p.m.,http://www.lassencounty.org/dept/county-clerk-recorder/elections,Lassen,"September 14, 2021, 8:59 p.m.",2021-09-15T04:04:19+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
44,R,R,0,0,10,85,11.8,72099,169744,42.5,202109142057,202109142057,Sep 14<br />8:57 p.m.,Sep 14<br />8:57 p.m.,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:57 p.m.",2021-09-15T04:04:19+00:00
45,R,R,0,0,0,98,0.0,36900,113287,32.6,202109142057,202109142057,Sep 14<br />8:57 p.m.,Sep 14<br />8:57 p.m.,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:57 p.m.",2021-09-15T04:04:19+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
59,R,R,0,0,6074,18185,33.4,8104227,22057610,36.7,202109142001,202109142101,Sep 14<br />8:01 p.m.,Sep 14<br />9:01 p.m.,,Statewide,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
41,R,R,0,0,0,338,0.0,211411,440809,48.0,202109142011,202109142103,Sep 14<br />8:11 p.m.,Sep 14<br />9:03 p.m.,https://www.smcacre.org/current-election,San Mateo,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
59,R,R,0,0,6074,18185,33.4,8106866,22057610,36.8,202109142001,202109142103,Sep 14<br />8:01 p.m.,Sep 14<br />9:03 p.m.,,Statewide,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:20+00:00
4,F,SF,0,0,156,156,100.0,62678,124878,50.2,202109142108,202109142108,Sep 14<br />9:08 p.m.,Sep 14<br />9:08 p.m.,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
22,F,SF,0,0,25,25,100.0,7658,11858,64.6,202109142024,202109142108,Sep 14<br />8:24 p.m.,Sep 14<br />9:08 p.m.,http://www.mariposacounty.org/363/Current-Election-Information,Mariposa,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
59,R,R,0,0,6235,18185,34.3,8170036,22057610,37.0,202109142001,202109142108,Sep 14<br />8:01 p.m.,Sep 14<br />9:08 p.m.,,Statewide,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
8,R,R,0,0,0,18,0.0,6356,15044,42.2,202109142044,202109142044,Sep 14<br />8:44 p.m.,Sep 14<br />8:44 p.m.,https://www.co.del-norte.ca.us/departments/Elections,Del Norte,"September 14, 2021, 8:44 p.m.",2021-09-15T04:19:19+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
15,R,R,0,0,362,727,49.8,81373,437208,18.6,202109142031,202109142031,Sep 14<br />8:31 p.m.,Sep 14<br />8:31 p.m.,https://kernvote.com/ElectionInformation/UpcomingElections,Kern,"September 14, 2021, 8:31 p.m.",2021-09-15T04:19:19+00:00
24,F,SF,0,0,269,269,100.0,33519,122524,27.4,202109142003,202109142113,Sep 14<br />8:03 p.m.,Sep 14<br />9:13 p.m.,https://www.co.merced.ca.us/3697/September-14-2021-California-Gubernatori,Merced,"September 14, 2021, 9:13 p.m.",2021-09-15T04:19:19+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
48,R,R,0,0,8,187,4.3,99333,262097,37.9,202109142025,202109142115,Sep 14<br />8:25 p.m.,Sep 14<br />9:15 p.m.,https://www.solanocounty.com/depts/rov/default.asp,Solano,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
59,R,R,0,0,6512,18185,35.8,8171511,22057610,37.0,202109142001,202109142115,Sep 14<br />8:01 p.m.,Sep 14<br />9:15 p.m.,,Statewide,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:09+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:09+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:09+00:00
30,F,SF,0,0,1801,1801,100.0,759387,1807543,42.0,202109142013,202109142119,Sep 14<br />8:13 p.m.,Sep 14<br />9:19 p.m.,https://www.ocvote.com/elections/2021-california-gubernatorial-recall-election,Orange,"September 14, 2021, 9:19 p.m.",2021-09-15T04:25:09+00:00
42,R,R,0,0,2,115,1.7,97916,238548,41.0,202109142011,202109142121,Sep 14<br />8:11 p.m.,Sep 14<br />9:21 p.m.,https://countyofsb.org/care/elections/voting/upcoming/september-14-2021.sbc,Santa Barbara,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:09+00:00
58,R,R,0,0,0,36,0.0,11404,40997,27.8,202109142117,202109142117,Sep 14<br />9:17 p.m.,Sep 14<br />9:17 p.m.,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 9:17 p.m.",2021-09-15T04:25:09+00:00
