county,reporting,Larry A. Elder,Kevin Paffrath,Kevin L. Faulconer,Brandon M. Ross,John Cox,Kevin Kiley,Jacqueline McGowan,Joel Ventresca,Daniel Watts,Holly L. Baade,Patrick Kilpatrick,"Armando ""Mando"" Perez-Serrato",Caitlyn Jenner,John R. Drake,Dan Kapelovitz,Jeff Hewitt,Ted Gaines,Angelyne,David Moore,Doug Ose,Michael Loebs,Anthony Trimino,Heather Collins,Major Singh,Denver Stoner,David Lozano,Steve Chavez Lodge,Sam L. Gallucci,Jenny Rae Le Roux,David Alexander Bramante,Diego Martinez,Sarah Stephens,Robert C. Newman II,Dennis Richter,Denis Lucey,Daniel Mercuri,James G. Hanink,"Chauncey ""Slim"" Killens",Leo S. Zacky,Kevin K. Kaul,David Hillberg,Rhonda Furin,Adam Papagan,Nickolas Wildstar,"Jeremiah ""Jeremy"" Marciniak",Joe M. Symmon,reporting_time,download_timestamp
san-mateo,0% (0 of 338) precincts reporting,"27,316","16,708","8,358","7,596","5,561","2,298","4,754","3,780","3,373","1,948",967,"1,027","1,103","1,006","1,130","1,013",369,420,616,224,578,114,389,344,209,170,279,139,194,119,321,101,75,175,197,185,87,66,28,60,44,42,61,34,65,31,"September 14, 2021, 11:31 p.m.",2021-09-15T06:35:20+00:00
santa-barbara,100% (115 of 115) precincts reporting,"26,953","6,249","4,261","2,609","3,551","1,295","1,187","2,041","1,405",462,628,"2,115",708,404,499,369,236,317,185,162,192,119,248,104,196,212,113,74,122,74,57,99,77,87,64,44,37,46,39,31,16,26,38,30,34,11,"September 14, 2021, 11:29 p.m.",2021-09-15T06:35:20+00:00
statewide,"67.4% (12,255 of 18,185) precincts reporting","2,149,545","485,895","425,676","275,726","216,316","149,927","139,100","131,422","112,381","63,286","61,225","54,100","53,948","44,298","43,484","33,683","32,310","25,493","19,888","17,990","17,220","14,465","15,950","14,199","13,765","13,404","12,002","11,369","10,216","7,490","7,269","7,247","6,805","6,942","5,354","4,855","4,806","4,646","4,275","3,509","3,189","2,806","2,562","2,406","1,980","1,572","September 14, 2021, 11:31 p.m.",2021-09-15T06:35:20+00:00
humboldt,0% (0 of 47) precincts reporting,"8,750","1,692",800,"1,024",517,773,705,"1,464",334,208,498,31,345,143,539,209,231,127,84,162,131,59,158,20,81,28,60,48,101,23,11,19,35,62,22,17,16,107,27,35,11,24,9,12,6,5,"September 14, 2021, 11:35 p.m.",2021-09-15T06:39:26+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","412,552","107,908","92,554","82,762","31,755","20,002","38,225","30,020","29,335","14,315","23,186","15,150","9,342","9,081","12,603","5,536","3,196","10,397","5,368","2,016","4,801","3,143","3,242","2,876","2,586","3,229","2,073","3,505","1,929","1,263","1,475","1,413","1,218","2,049","1,521",952,888,860,915,"1,018",329,785,652,580,388,399,"September 14, 2021, 11:33 p.m.",2021-09-15T06:39:26+00:00
san-diego,"0% (0 of 1,825) precincts reporting","239,052","59,576","86,719","23,642","24,468","11,261","11,460","11,766","11,167","4,764","4,198","6,578","6,308","7,253","3,252","4,230","1,366","2,039","1,623","1,067","1,326","1,784","1,226",985,"1,267",854,842,913,724,603,373,808,480,572,361,222,703,343,212,279,557,216,358,239,147,133,"September 14, 2021, 11:35 p.m.",2021-09-15T06:39:26+00:00
stanislaus,100% (87 of 87) precincts reporting,"35,878","2,663","5,276","3,929","4,282","2,397","1,306",800,724,431,289,600,926,289,185,305,"1,123",97,173,655,128,178,114,147,238,133,217,468,157,98,202,82,112,56,196,172,57,45,172,33,32,18,13,33,43,14,"September 14, 2021, 11:36 p.m.",2021-09-15T06:39:26+00:00
statewide,"67.4% (12,255 of 18,185) precincts reporting","2,170,427","488,000","427,171","276,522","217,068","150,697","139,794","131,616","113,018","63,612","61,494","54,823","54,159","44,781","43,616","33,875","32,411","25,584","19,980","18,025","17,273","14,753","16,064","14,225","13,815","13,486","12,058","11,475","10,268","7,547","7,314","7,274","6,828","6,960","5,416","4,881","4,844","4,663","4,310","3,529","3,236","2,822","2,590","2,419","1,990","1,585","September 14, 2021, 11:36 p.m.",2021-09-15T06:39:26+00:00
monterey,100% (188 of 188) precincts reporting,"17,049","5,054","2,268","2,523","1,832","1,197","1,320","1,473","1,456",608,571,"1,004",840,778,447,592,249,166,172,202,165,85,250,124,171,64,106,66,118,51,90,76,57,63,35,35,96,107,45,20,89,28,34,21,14,13,"September 14, 2021, 11:39 p.m.",2021-09-15T06:45:18+00:00
statewide,"68.4% (12,443 of 18,185) precincts reporting","2,170,796","488,015","427,186","276,530","217,071","150,712","139,805","131,622","113,024","63,613","61,495","54,831","54,161","44,787","43,619","33,879","32,413","25,587","19,981","18,027","17,273","14,755","16,064","14,226","13,816","13,487","12,061","11,475","10,269","7,548","7,316","7,274","6,828","6,960","5,416","4,881","4,849","4,663","4,310","3,529","3,237","2,822","2,591","2,420","1,990","1,585","September 14, 2021, 11:39 p.m.",2021-09-15T06:45:18+00:00
kern,86.7% (630 of 727) precincts reporting,"35,020","2,907","3,217",920,"4,700","2,091",519,593,516,212,301,572,885,306,134,301,495,98,97,264,49,121,91,143,291,131,157,98,130,80,67,159,143,35,27,73,27,79,44,23,31,23,21,34,14,15,"September 14, 2021, 11:42 p.m.",2021-09-15T06:49:18+00:00
sacramento,100% (602 of 602) precincts reporting,"69,655","15,484","17,172","9,920","7,372","10,590","4,713","5,344","3,607","1,601","1,505","1,010","2,094","1,204","1,223","1,138","3,036",580,517,"2,038",547,388,"1,069",610,345,230,312,273,282,122,168,168,381,230,75,133,121,141,125,110,54,214,71,74,68,27,"September 14, 2021, 11:45 p.m.",2021-09-15T06:49:18+00:00
statewide,"69.5% (12,639 of 18,185) precincts reporting","2,177,176","488,215","427,418","276,826","217,273","151,287","139,925","131,778","113,090","63,649","61,519","54,872","54,210","44,822","43,645","33,904","32,450","25,596","19,988","18,055","17,281","14,837","16,091","14,242","13,826","13,497","12,070","11,487","10,279","7,555","7,323","7,281","6,849","6,969","5,420","4,889","4,853","4,667","4,315","3,532","3,238","2,830","2,593","2,422","1,992","1,585","September 14, 2021, 11:45 p.m.",2021-09-15T06:49:18+00:00
humboldt,100% (47 of 47) precincts reporting,"9,093","1,753",812,"1,085",527,792,751,"1,523",356,216,521,40,351,146,545,216,238,132,90,172,131,64,163,21,83,28,61,49,102,23,13,19,39,66,22,19,16,110,28,35,11,24,13,15,6,5,"September 14, 2021, 11:49 p.m.",2021-09-15T06:55:34+00:00
imperial,100% (219 of 219) precincts reporting,"3,754",480,425,667,250,152,280,124,223,79,86,380,205,67,20,63,42,14,49,19,21,42,15,23,36,80,39,41,32,25,53,35,132,8,8,7,15,26,22,7,6,7,5,4,1,2,"September 14, 2021, 11:47 p.m.",2021-09-15T06:55:34+00:00
merced,100% (269 of 269) precincts reporting,"12,456",889,830,541,"1,628",610,766,213,280,259,92,251,307,170,89,132,143,35,81,146,73,49,41,75,79,25,54,34,30,58,299,35,36,16,181,89,21,18,62,13,40,2,9,9,32,4,"September 14, 2021, 11:47 p.m.",2021-09-15T06:55:34+00:00
statewide,"70% (12,722 of 18,185) precincts reporting","2,178,497","488,294","427,446","276,902","217,308","151,337","140,003","131,838","113,121","63,666","61,547","54,892","54,226","44,830","43,652","33,919","32,459","25,601","19,994","18,067","17,281","14,865","16,098","14,245","13,832","13,498","12,071","11,493","10,282","7,557","7,339","7,283","6,857","6,973","5,425","4,895","4,854","4,670","4,318","3,532","3,240","2,830","2,597","2,425","1,994","1,585","September 14, 2021, 11:49 p.m.",2021-09-15T06:55:34+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","420,173","108,411","93,035","83,425","32,001","20,241","38,616","30,166","29,544","14,444","23,398","15,343","9,416","9,139","12,673","5,563","3,229","10,436","5,413","2,031","4,835","3,257","3,269","2,915","2,603","3,273","2,096","3,571","1,957","1,281","1,498","1,423","1,237","2,057","1,544",963,893,867,938,"1,026",332,791,659,587,396,402,"September 14, 2021, 11:53 p.m.",2021-09-15T06:59:35+00:00
orange,"100% (1,801 of 1,801) precincts reporting","324,556","45,370","44,919","20,721","23,372","15,515","13,183","6,580","8,260","10,657","3,175","4,298","4,321","3,904","2,651","3,176","1,399","1,686","2,720",668,"1,492","2,400",826,"1,376","1,361",780,"2,008","1,013",832,"2,023","1,074",728,527,444,610,946,696,254,231,300,817,337,200,231,355,172,"September 14, 2021, 11:53 p.m.",2021-09-15T06:59:35+00:00
statewide,"70% (12,722 of 18,185) precincts reporting","2,194,073","488,943","428,212","277,620","217,710","151,852","140,429","132,008","113,373","63,892","61,775","55,101","54,329","44,905","43,727","33,970","32,497","25,649","20,048","18,086","17,316","15,117","16,128","14,288","13,856","13,543","12,106","11,560","10,315","7,616","7,364","7,298","6,883","6,983","5,449","4,913","4,868","4,678","4,341","3,542","3,255","2,837","2,607","2,433","2,002","1,588","September 14, 2021, 11:53 p.m.",2021-09-15T06:59:35+00:00
solano,69% (129 of 187) precincts reporting,"28,055","4,204","4,168","5,419","3,140","2,371","2,044","1,856","1,123",742,731,471,"1,012",488,355,439,986,226,207,606,252,265,195,158,169,257,221,254,195,70,59,120,62,189,93,60,42,56,130,35,30,19,34,26,50,9,"September 14, 2021, 11:57 p.m.",2021-09-15T07:05:19+00:00
sonoma,100% (324 of 324) precincts reporting,"20,201","8,441","4,593","5,225","3,371","2,154","2,255","3,500","1,686",884,"1,081",539,882,658,955,556,358,405,329,296,214,136,361,125,218,119,168,110,161,78,38,63,208,124,96,37,69,89,71,59,22,26,46,30,14,11,"September 14, 2021, 11:59 p.m.",2021-09-15T07:05:19+00:00
statewide,"71.9% (13,078 of 18,185) precincts reporting","2,199,824","489,147","428,490","277,940","217,997","152,318","140,536","132,063","113,434","63,930","61,816","55,140","54,387","44,941","43,740","33,996","32,582","25,665","20,059","18,127","17,329","15,242","16,142","14,296","13,868","13,560","12,125","11,588","10,326","7,619","7,366","7,302","6,891","7,004","5,453","4,919","4,872","4,680","4,352","3,545","3,256","2,837","2,610","2,433","2,003","1,588","September 14, 2021, 11:59 p.m.",2021-09-15T07:05:19+00:00
san-bernardino,"41.3% (723 of 1,749) precincts reporting","112,606","12,002","12,365","9,066","9,736","4,247","3,839","3,628","6,800","1,775","2,430","2,337","2,085","2,256","1,148","1,546",790,551,718,474,385,890,472,394,883,514,637,457,377,234,336,551,478,202,153,145,160,261,160,176,78,125,68,189,54,72,"September 15, 2021, 12:05 a.m.",2021-09-15T07:09:17+00:00
santa-cruz,100% (85 of 85) precincts reporting,"10,256","6,102","1,797","2,693",969,"1,086","1,485","1,776","1,565",810,450,676,497,608,774,271,141,291,233,119,192,59,278,86,132,53,56,60,83,40,20,33,41,74,44,14,64,29,27,18,41,13,28,27,11,9,"September 15, 2021, 12:05 a.m.",2021-09-15T07:09:17+00:00
statewide,"73.8% (13,428 of 18,185) precincts reporting","2,211,155","489,571","428,824","278,140","218,291","152,696","140,670","132,157","113,725","64,013","61,903","55,281","54,453","45,066","43,799","34,053","32,618","25,687","20,089","18,145","17,337","15,408","16,178","14,321","13,907","13,579","12,156","11,610","10,338","7,633","7,377","7,333","6,922","7,008","5,463","4,927","4,887","4,689","4,360","3,558","3,270","2,839","2,616","2,450","2,004","1,595","September 15, 2021, 12:05 a.m.",2021-09-15T07:09:17+00:00
alameda,100% (521 of 521) precincts reporting,"37,596","27,788","10,801","10,303","6,296","3,458","9,055","9,631","5,807","2,858","2,471","1,634","1,543","1,886","3,196","1,366",689,"1,075",915,415,"1,254",342,"1,253",896,284,918,398,220,460,243,368,344,154,382,251,186,182,129,185,148,120,65,141,86,103,63,"September 15, 2021, 12:11 a.m.",2021-09-15T07:15:17+00:00
placer,100% (265 of 265) precincts reporting,"36,182","4,213","6,686","2,609","2,735","11,177",914,"1,908",548,374,542,157,644,354,329,354,"2,236",220,122,686,107,302,122,129,102,57,91,78,137,50,21,37,62,79,32,29,61,57,30,70,14,33,27,18,15,3,"September 15, 2021, 12:07 a.m.",2021-09-15T07:15:17+00:00
statewide,"74.5% (13,541 of 18,185) precincts reporting","2,218,447","489,940","429,118","278,363","218,579","153,973","141,121","132,251","113,880","64,173","61,950","55,386","54,517","45,138","43,854","34,096","32,714","25,706","20,131","18,173","17,371","15,512","16,197","14,357","13,927","13,605","12,177","11,624","10,365","7,647","7,398","7,340","6,935","7,016","5,493","4,943","4,903","4,700","4,381","3,579","3,279","2,844","2,623","2,455","2,009","1,599","September 15, 2021, 12:11 a.m.",2021-09-15T07:15:17+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","430,004","109,151","93,697","84,195","32,266","20,586","39,277","30,532","29,923","14,662","23,741","15,539","9,512","9,242","12,791","5,620","3,272","10,551","5,479","2,065","4,863","3,392","3,317","2,939","2,631","3,325","2,133","3,651","1,983","1,305","1,524","1,456","1,266","2,089","1,574",992,906,881,951,"1,047",338,808,676,608,404,411,"September 15, 2021, 12:15 a.m.",2021-09-15T07:19:21+00:00
solano,100% (187 of 187) precincts reporting,"28,957","4,237","4,186","5,476","3,189","2,420","2,076","1,864","1,140",757,740,484,"1,028",499,361,440,998,230,209,607,255,276,198,161,172,259,226,261,196,70,63,120,63,192,94,61,44,56,132,35,31,19,34,26,51,9,"September 15, 2021, 12:13 a.m.",2021-09-15T07:19:21+00:00
stanislaus,100% (87 of 87) precincts reporting,"37,375","2,697","5,317","3,985","4,319","2,526","1,328",804,737,437,291,608,939,290,188,312,"1,140",98,180,672,131,209,117,147,239,139,222,484,162,99,209,83,115,58,202,178,57,46,176,35,32,19,13,33,44,14,"September 15, 2021, 12:13 a.m.",2021-09-15T07:19:21+00:00
statewide,"74.8% (13,599 of 18,185) precincts reporting","2,230,677","490,747","429,839","279,246","218,930","154,496","141,836","132,629","114,289","64,412","62,304","55,603","54,642","45,253","43,981","34,161","32,786","25,826","20,206","18,225","17,405","15,689","16,251","14,384","13,959","13,665","12,224","11,727","10,397","7,672","7,435","7,374","6,968","7,053","5,530","4,979","4,918","4,715","4,400","3,602","3,286","2,862","2,640","2,476","2,019","1,608","September 15, 2021, 12:15 a.m.",2021-09-15T07:19:21+00:00
sacramento,100% (602 of 602) precincts reporting,"71,077","15,526","17,212","9,988","7,412","10,740","4,734","5,367","3,627","1,612","1,510","1,014","2,104","1,210","1,226","1,144","3,048",583,518,"2,043",556,406,"1,077",610,346,232,312,275,286,122,171,168,386,232,75,138,121,142,125,113,55,217,72,74,68,27,"September 15, 2021, 12:17 a.m.",2021-09-15T07:25:24+00:00
statewide,"74.8% (13,599 of 18,185) precincts reporting","2,232,099","490,789","429,879","279,314","218,970","154,646","141,857","132,652","114,309","64,423","62,309","55,607","54,652","45,259","43,984","34,167","32,798","25,829","20,207","18,230","17,414","15,707","16,259","14,384","13,960","13,667","12,224","11,729","10,401","7,672","7,438","7,374","6,973","7,055","5,530","4,984","4,918","4,716","4,400","3,605","3,287","2,865","2,641","2,476","2,019","1,608","September 15, 2021, 12:17 a.m.",2021-09-15T07:25:24+00:00
san-mateo,100% (338 of 338) precincts reporting,"29,011","16,957","8,471","7,704","5,657","2,396","5,102","3,808","3,471","2,066",985,"1,113","1,135","1,025","1,150","1,035",377,434,639,225,586,129,400,355,215,175,287,151,200,130,344,105,76,177,206,201,93,67,30,63,45,42,61,35,70,31,"September 15, 2021, 12:25 a.m.",2021-09-15T07:29:24+00:00
shasta,100% (98 of 98) precincts reporting,"21,137","1,241",987,"1,064","3,002","2,423",513,644,306,211,343,117,454,157,256,179,"1,251",105,78,323,46,113,71,36,132,43,82,69,545,37,20,45,56,39,8,35,17,74,57,40,16,27,15,15,8,8,"September 15, 2021, 12:23 a.m.",2021-09-15T07:29:24+00:00
statewide,"76.8% (13,961 of 18,185) precincts reporting","2,237,229","491,137","430,114","279,522","219,197","155,039","142,247","132,746","114,443","64,561","62,399","55,720","54,709","45,296","44,021","34,202","32,865","25,852","20,241","18,250","17,424","15,766","16,281","14,401","13,975","13,673","12,236","11,745","10,457","7,686","7,463","7,380","6,980","7,060","5,540","5,002","4,927","4,724","4,403","3,610","3,288","2,888","2,642","2,477","2,025","1,610","September 15, 2021, 12:25 a.m.",2021-09-15T07:29:24+00:00
yolo,100% (32 of 32) precincts reporting,"9,287","2,929","3,344","2,072","1,023","1,275",647,"1,841",607,254,640,242,285,222,405,201,326,142,152,407,139,70,120,78,50,32,31,45,63,19,9,25,62,92,19,22,21,33,19,12,9,45,21,15,9,5,"September 15, 2021, 12:25 a.m.",2021-09-15T07:29:24+00:00
riverside,100% (763 of 763) precincts reporting,"182,126","19,837","20,105","13,787","13,200","7,239","7,638","4,379","5,126","3,103","3,155","4,457","4,177","2,158","1,371","3,515","1,836",855,853,543,687,"1,842",823,593,"1,073",965,"1,015",641,591,416,799,752,725,281,401,346,222,304,354,184,166,127,105,145,133,101,"September 15, 2021, 12:31 a.m.",2021-09-15T07:35:17+00:00
san-luis-obispo,100% (93 of 93) precincts reporting,"16,779","4,119","2,629","1,142","2,126","1,377",521,"1,126",410,218,381,220,409,302,212,203,206,143,83,141,98,85,101,57,108,213,52,44,119,32,21,47,46,40,41,14,18,24,30,11,9,20,21,22,14,5,"September 15, 2021, 12:29 a.m.",2021-09-15T07:35:17+00:00
statewide,"77.7% (14,136 of 18,185) precincts reporting","2,247,742","491,489","430,388","279,817","219,497","155,484","142,516","132,821","114,582","64,704","62,450","55,856","54,816","45,343","44,073","34,274","32,944","25,868","20,290","18,272","17,468","15,977","16,297","14,430","14,023","13,747","12,291","11,768","10,489","7,714","7,533","7,426","7,016","7,065","5,598","5,045","4,934","4,741","4,436","3,632","3,297","2,893","2,646","2,488","2,038","1,619","September 15, 2021, 12:31 a.m.",2021-09-15T07:35:17+00:00
lake,100% (70 of 70) precincts reporting,"2,260",282,201,235,514,339,145,153,62,33,273,22,88,31,42,37,58,25,14,41,14,52,18,5,19,6,9,8,9,9,16,10,7,15,3,2,6,12,5,4,1,5,0,3,2,2,"September 15, 2021, 12:34 a.m.",2021-09-15T07:39:19+00:00
statewide,"78.1% (14,206 of 18,185) precincts reporting","2,248,095","491,494","430,393","279,820","219,516","155,506","142,519","132,829","114,583","64,705","62,454","55,857","54,819","45,345","44,076","34,275","32,946","25,870","20,290","18,275","17,468","15,981","16,297","14,431","14,023","13,747","12,291","11,768","10,489","7,715","7,533","7,426","7,016","7,067","5,598","5,045","4,934","4,741","4,436","3,632","3,297","2,893","2,646","2,488","2,038","1,619","September 15, 2021, 12:34 a.m.",2021-09-15T07:39:19+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","441,436","110,026","94,322","85,108","32,550","20,969","39,952","30,908","30,437","14,914","24,102","15,794","9,615","9,356","12,991","5,683","3,319","10,695","5,579","2,107","4,911","3,558","3,387","2,998","2,681","3,383","2,168","3,749","2,014","1,339","1,552","1,489","1,297","2,126","1,611","1,016",915,894,959,"1,073",346,823,688,633,412,421,"September 15, 2021, 12:37 a.m.",2021-09-15T07:45:25+00:00
mendocino,100% (250 of 250) precincts reporting,"3,500",715,431,417,668,414,265,768,169,93,391,45,152,67,136,98,93,65,27,87,30,14,47,8,38,17,17,15,34,15,10,9,13,33,5,14,6,77,7,44,5,7,6,8,2,0,"September 15, 2021, 12:38 a.m.",2021-09-15T07:45:25+00:00
statewide,"79.5% (14,456 of 18,185) precincts reporting","2,259,588","492,372","431,019","280,738","219,801","155,894","143,197","133,205","115,099","64,958","62,817","56,113","54,922","45,459","44,276","34,338","32,994","26,014","20,391","18,317","17,516","16,147","16,367","14,490","14,074","13,805","12,326","11,866","10,520","7,749","7,561","7,459","7,047","7,105","5,635","5,069","4,943","4,755","4,444","3,658","3,305","2,908","2,658","2,514","2,046","1,629","September 15, 2021, 12:38 a.m.",2021-09-15T07:45:25+00:00
statewide,"80% (14,539 of 18,185) precincts reporting","2,266,699","492,503","431,145","280,807","220,029","156,071","143,254","133,225","115,157","65,088","62,840","56,196","54,974","45,523","44,287","34,362","33,024","26,021","20,447","18,331","17,517","16,240","16,372","14,497","14,095","13,819","12,334","11,874","10,527","7,777","7,580","7,472","7,060","7,106","5,635","5,082","4,950","4,755","4,446","3,664","3,317","2,910","2,660","2,519","2,048","1,631","September 15, 2021, 12:44 a.m.",2021-09-15T07:49:20+00:00
tulare,100% (83 of 83) precincts reporting,"33,667","2,026","3,396","1,310","2,648","1,037",648,689,619,653,257,627,530,314,137,223,380,76,268,192,47,207,86,68,191,70,94,65,92,144,83,114,84,34,19,46,48,35,41,26,38,5,22,22,12,11,"September 15, 2021, 12:44 a.m.",2021-09-15T07:49:20+00:00
marin,100% (104 of 104) precincts reporting,"9,529","6,260","4,329","4,164","1,455",766,"1,119","1,557",943,614,374,130,487,327,673,253,134,292,201,68,161,41,202,84,59,38,48,42,55,33,22,25,148,55,46,10,23,31,21,12,4,16,21,21,14,4,"September 15, 2021, 12:51 a.m.",2021-09-15T07:55:21+00:00
statewide,"83.8% (15,237 of 18,185) precincts reporting","2,274,363","492,716","431,353","280,924","220,184","156,347","143,336","133,279","115,314","65,132","62,934","56,303","55,010","45,563","44,323","34,381","33,036","26,044","20,465","18,348","17,521","16,286","16,399","14,522","14,112","13,907","12,345","11,902","10,532","7,786","7,587","7,482","7,069","7,110","5,644","5,084","4,953","4,759","4,448","3,676","3,317","2,913","2,665","2,525","2,049","1,661","September 15, 2021, 12:51 a.m.",2021-09-15T07:55:21+00:00
ventura,100% (697 of 697) precincts reporting,"74,654","10,823","10,963","5,455","5,107","2,813","2,516","3,035","3,168",975,"1,775","2,194","1,303","1,029",942,662,510,927,368,274,299,361,418,418,359,"1,869",472,485,178,128,223,188,135,109,158,81,111,81,74,86,20,92,63,52,37,158,"September 15, 2021, 12:50 a.m.",2021-09-15T07:55:21+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","455,449","110,897","95,091","86,043","32,895","21,487","40,611","31,186","30,837","15,099","24,413","16,010","9,755","9,476","13,140","5,746","3,367","10,768","5,645","2,164","4,963","3,728","3,445","3,035","2,717","3,427","2,207","3,818","2,054","1,366","1,582","1,517","1,341","2,151","1,648","1,049",923,921,973,"1,121",356,854,693,657,421,439,"September 15, 2021, 12:53 a.m.",2021-09-15T07:59:18+00:00
statewide,"83.8% (15,237 of 18,185) precincts reporting","2,288,376","493,587","432,122","281,859","220,529","156,865","143,995","133,557","115,714","65,317","63,245","56,519","55,150","45,683","44,472","34,444","33,084","26,117","20,531","18,405","17,573","16,456","16,457","14,559","14,148","13,951","12,384","11,971","10,572","7,813","7,617","7,510","7,113","7,135","5,681","5,117","4,961","4,786","4,462","3,724","3,327","2,944","2,670","2,549","2,058","1,679","September 15, 2021, 12:53 a.m.",2021-09-15T07:59:18+00:00
san-diego,"100% (1,825 of 1,825) precincts reporting","250,287","60,470","87,555","23,777","24,863","11,621","11,825","11,818","11,437","4,927","4,233","6,928","6,399","7,564","3,300","4,372","1,384","2,078","1,689","1,086","1,338","2,014","1,270","1,005","1,298",868,862,933,735,669,382,834,488,576,368,232,758,354,215,283,614,218,384,248,148,137,"September 15, 2021, 1:05 a.m.",2021-09-15T08:09:20+00:00
statewide,"93.8% (17,062 of 18,185) precincts reporting","2,299,611","494,481","432,958","281,994","220,924","157,225","144,360","133,609","115,984","65,480","63,280","56,869","55,241","45,994","44,520","34,586","33,102","26,156","20,597","18,424","17,585","16,686","16,501","14,579","14,179","13,965","12,404","11,991","10,583","7,879","7,626","7,536","7,121","7,139","5,688","5,127","5,016","4,797","4,465","3,728","3,384","2,946","2,696","2,558","2,059","1,683","September 15, 2021, 1:05 a.m.",2021-09-15T08:09:20+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","467,501","111,613","95,788","86,793","33,180","22,080","41,101","31,468","31,102","15,244","24,791","16,170","9,858","9,574","13,275","5,802","3,399","10,855","5,694","2,196","4,997","3,898","3,496","3,071","2,754","3,458","2,224","3,868","2,102","1,386","1,609","1,542","1,371","2,179","1,678","1,064",931,956,989,"1,169",359,873,704,672,428,451,"September 15, 2021, 1:15 a.m.",2021-09-15T08:19:24+00:00
statewide,"93.8% (17,062 of 18,185) precincts reporting","2,311,663","495,197","433,655","282,744","221,209","157,818","144,850","133,891","116,249","65,625","63,658","57,029","55,344","46,092","44,655","34,642","33,134","26,243","20,646","18,456","17,619","16,856","16,552","14,615","14,216","13,996","12,421","12,041","10,631","7,899","7,653","7,561","7,151","7,167","5,718","5,142","5,024","4,832","4,481","3,776","3,387","2,965","2,707","2,573","2,066","1,695","September 15, 2021, 1:15 a.m.",2021-09-15T08:19:24+00:00
kern,100% (727 of 727) precincts reporting,"37,154","2,925","3,261",922,"4,755","2,186",521,597,522,212,303,574,893,306,134,304,499,100,97,267,51,130,94,143,294,134,158,99,131,81,68,161,144,35,28,74,27,81,45,23,31,24,21,34,14,15,"September 15, 2021, 1:18 a.m.",2021-09-15T08:25:16+00:00
statewide,"94.4% (17,159 of 18,185) precincts reporting","2,313,797","495,215","433,699","282,746","221,264","157,913","144,852","133,895","116,255","65,625","63,660","57,031","55,352","46,092","44,655","34,645","33,138","26,245","20,646","18,459","17,621","16,865","16,555","14,615","14,219","13,999","12,422","12,042","10,632","7,900","7,654","7,563","7,152","7,167","5,719","5,143","5,024","4,834","4,482","3,776","3,387","2,966","2,707","2,573","2,066","1,695","September 15, 2021, 1:18 a.m.",2021-09-15T08:25:16+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","482,385","112,397","96,603","87,589","33,585","22,671","41,634","31,808","31,523","15,437","25,236","16,370","9,991","9,687","13,424","5,848","3,437","10,971","5,774","2,230","5,037","4,081","3,559","3,111","2,799","3,512","2,271","3,942","2,151","1,410","1,639","1,573","1,410","2,198","1,709","1,082",939,992,"1,003","1,218",363,881,710,692,435,466,"September 15, 2021, 1:41 a.m.",2021-09-15T08:45:19+00:00
statewide,"94.4% (17,159 of 18,185) precincts reporting","2,328,681","495,999","434,514","283,542","221,669","158,504","145,385","134,235","116,676","65,818","64,105","57,231","55,485","46,205","44,804","34,691","33,176","26,361","20,726","18,493","17,661","17,048","16,618","14,655","14,264","14,053","12,469","12,116","10,681","7,924","7,684","7,594","7,191","7,186","5,750","5,161","5,032","4,870","4,496","3,825","3,391","2,974","2,713","2,593","2,073","1,710","September 15, 2021, 1:41 a.m.",2021-09-15T08:45:19+00:00
san-bernardino,"58.1% (1,017 of 1,749) precincts reporting","135,380","12,595","13,089","9,486","10,464","4,924","4,084","3,941","7,136","1,889","2,629","2,533","2,250","2,531","1,225","1,629",837,581,756,510,401,"1,274",517,420,938,566,727,497,413,259,367,610,535,214,164,164,171,294,176,202,84,140,77,214,57,82,"September 15, 2021, 2:05 a.m.",2021-09-15T09:09:23+00:00
statewide,"96% (17,453 of 18,185) precincts reporting","2,351,455","496,592","435,238","283,962","222,397","159,181","145,630","134,548","117,012","65,932","64,304","57,427","55,650","46,480","44,881","34,774","33,223","26,391","20,764","18,529","17,677","17,432","16,663","14,681","14,319","14,105","12,559","12,156","10,717","7,949","7,715","7,653","7,248","7,198","5,761","5,180","5,043","4,903","4,512","3,851","3,397","2,989","2,722","2,618","2,076","1,720","September 15, 2021, 2:05 a.m.",2021-09-15T09:09:23+00:00
los-angeles,"100% (2,799 of 2,799) precincts reporting","498,173","113,027","97,250","88,111","34,102","23,211","42,108","31,992","31,953","15,593","25,537","16,842","10,099","9,807","13,514","5,897","3,479","11,012","5,818","2,257","5,073","4,244","3,610","3,140","2,847","3,565","2,308","3,998","2,179","1,433","1,661","1,617","1,440","2,229","1,739","1,105",946,"1,011","1,018","1,246",376,886,737,709,439,475,"September 15, 2021, 2:15 a.m.",2021-09-15T09:19:19+00:00
